2.927106408163984153e+00 -7.642403994102110465e-01
2.977573760028880301e+00 -8.232945588983086038e-01
3.028041111893776449e+00 -8.802522703619148903e-01
3.078508463758673042e+00 -9.349684959401736162e-01
3.128975815623569190e+00 -9.873039055211801918e-01
3.179443167488465338e+00 -1.037125231534001601e+00
3.229910519353361487e+00 -1.084305608302959190e+00
3.280377871218258079e+00 -1.128724895100044368e+00
3.330845223083153783e+00 -1.170269982072836168e+00
3.381312574948050376e+00 -1.208835078268911456e+00
3.431779926812946968e+00 -1.244321981023305490e+00
3.482247278677843116e+00 -1.276640326023062544e+00
3.532714630542739265e+00 -1.305707817412103733e+00
3.583181982407635413e+00 -1.331450437350470750e+00
3.633649334272532005e+00 -1.353802634494319923e+00
3.684116686137428154e+00 -1.372707490916720507e+00
3.734584038002324302e+00 -1.388116867044209890e+00
3.785051389867220450e+00 -1.399991524240030039e+00
3.835518741732117043e+00 -1.408301224721906664e+00
3.885986093597013635e+00 -1.413024808559932843e+00
3.936453445461909340e+00 -1.414150247558489726e+00
3.986920797326805932e+00 -1.411674675885003394e+00
4.037388149191702524e+00 -1.405604397367536507e+00
4.087855501056598229e+00 -1.395954869442639357e+00
4.138322852921494821e+00 -1.382750663794330093e+00
4.188790204786390525e+00 -1.366025403784438819e+00
4.239257556651287118e+00 -1.345821678833638346e+00
4.289724908516182822e+00 -1.322190935971188086e+00
4.340192260381079414e+00 -1.295193348829544844e+00
4.390659612245976007e+00 -1.264897664417440559e+00
4.441126964110872599e+00 -1.231381028061598881e+00
4.491594315975768303e+00 -1.194728786962869327e+00
4.542061667840664896e+00 -1.155034272866995781e+00
4.592529019705561488e+00 -1.112398564403444201e+00
4.642996371570457192e+00 -1.066930229697456545e+00
4.693463723435353785e+00 -1.018745049910756650e+00
4.743931075300250377e+00 -9.679657244148908157e-01
4.794398427165146082e+00 -9.147215583479422207e-01
4.844865779030041786e+00 -8.591481333502358764e-01
4.895333130894938378e+00 -8.013869623174791901e-01
4.945800482759834971e+00 -7.415851290504766880e-01
4.996267834624731563e+00 -6.798949137190156700e-01
5.046735186489628155e+00 -6.164734050936508947e-01
5.097202538354523860e+00 -5.514821005328088832e-01
5.147669890219419564e+00 -4.850864947437995567e-01
5.198137242084316156e+00 -4.174556583649332020e-01
5.248604593949212749e+00 -3.487618074418398217e-01
5.299071945814109341e+00 -2.791798648942760419e-01
5.349539297679005045e+00 -2.088870150901194211e-01
5.400006649543901638e+00 -1.380622526607722111e-01
5.450474001408798230e+00 -6.688592670690152175e-02
5.500941353273694823e+00 4.460718444874278710e-03
5.551408705138589639e+00 7.579600476490189198e-02
5.601876057003486231e+00 1.469382831478136531e-01
5.652343408868382824e+00 2.177063959661678094e-01
5.702810760733279416e+00 2.879201383726086583e-01
5.753278112598176008e+00 3.574007171758426527e-01
5.803745464463071713e+00 4.259712061219557699e-01
5.854212816327968305e+00 4.934569964217441207e-01
5.904680168192864009e+00 5.596862413768077804e-01
5.955147520057760602e+00 6.244902939722395407e-01
6.005614871922656306e+00 6.877041363215778969e-01
6.056082223787552898e+00 7.491667998705189291e-01
6.106549575652449491e+00 8.087217752893397504e-01
6.157016927517346083e+00 8.662174110103039171e-01
6.207484279382242676e+00 9.215072993951959335e-01
6.257951631247138380e+00 9.744506495496431109e-01
6.308418983112034084e+00 1.024912645834891389e+00
6.358886334976930677e+00 1.072764791164108500e+00
6.409353686841827269e+00 1.117885234209043066e+00
6.459821038706722973e+00 1.160159079683841465e+00
6.510288390571619566e+00 1.199478680915907258e+00
6.560755742436516158e+00 1.235743913958791129e+00
6.611223094301412750e+00 1.268862432549118680e+00
6.661690446166307567e+00 1.298749903258321625e+00
6.712157798031204159e+00 1.325330220240386048e+00
6.762625149896100751e+00 1.348535699028767132e+00
6.813092501760997344e+00 1.368307248889003791e+00
6.863559853625893936e+00 1.384594523288135148e+00
6.914027205490789640e+00 1.397356048097771586e+00
6.964494557355686233e+00 1.406559327204356835e+00
7.014961909220582825e+00 1.412180925257694675e+00
7.065429261085478529e+00 1.414206527347033449e+00
7.115896612950374234e+00 1.412630975452739968e+00
7.166363964815270826e+00 1.407458281580748372e+00
7.216831316680167419e+00 1.398701617546337372e+00
7.267298668545064011e+00 1.386383281433245518e+00
7.317766020409960603e+00 1.370534640813540594e+00
7.368233372274856308e+00 1.351196052872824627e+00
7.418700724139752012e+00 1.328416761644167110e+00
7.469168076004648604e+00 1.302254772612456701e+00
7.519635427869545197e+00 1.272776705008478171e+00
7.570102779734440901e+00 1.240057622168829976e+00
7.620570131599337493e+00 1.204180840393662910e+00
7.671037483464234086e+00 1.165237716788966704e+00
7.721504835329130678e+00 1.123327416633639553e+00
7.771972187194027271e+00 1.078556660863726480e+00
7.822439539058922087e+00 1.031039454316834858e+00
7.872906890923818679e+00 9.808967954287193258e-01
7.923374242788715272e+00 9.282563681212929740e-01
7.973841594653611864e+00 8.732522166666145669e-01
8.024308946518507568e+00 8.160244043548030568e-01
8.074776298383405049e+00 7.567186568350421361e-01
8.125243650248300753e+00 6.954859910378923260e-01
8.175711002113196457e+00 6.324823306237929987e-01
8.226178353978092161e+00 5.678681089370232193e-01
8.276645705842989642e+00 5.018078604761331274e-01
8.327113057707885346e+00 4.344698019211555295e-01
8.377580409572781051e+00 3.660254037844399289e-01
8.428047761437678531e+00 2.966489537759052775e-01
8.478515113302574235e+00 2.265171129945455775e-01
8.528982465167471716e+00 1.558084660762809603e-01
8.579449817032365644e+00 8.470306644372949112e-02
8.629917168897263124e+00 1.338197781578842616e-02
8.680384520762158829e+00 -5.797318685535046701e-02
8.730851872627056309e+00 -1.291807278458264596e-01
8.781319224491952014e+00 -2.000593213426385963e-01
8.831786576356847718e+00 -2.704284811689899870e-01
8.882253928221745198e+00 -3.401090183766403152e-01
8.932721280086640903e+00 -4.089234975349776424e-01
8.983188631951536607e+00 -4.766966885549330235e-01
9.033655983816434087e+00 -5.432560128971613000e-01
9.084123335681329792e+00 -6.084319830282828301e-01
9.134590687546225496e+00 -6.720586340061673880e-01
9.185058039411122977e+00 -7.339739460952243721e-01
9.235525391276016904e+00 -7.940202573355669147e-01
9.285992743140914385e+00 -8.520446650155100166e-01
9.336460095005810089e+00 -9.078994150250052630e-01
9.386927446870707570e+00 -9.614422780986612294e-01
9.437394798735603274e+00 -1.012536911990186805e+00
9.487862150600500755e+00 -1.061053208656083990e+00
9.538329502465396459e+00 -1.106867625564454949e+00
9.588796854330292163e+00 -1.149863500285333240e+00
9.639264206195189644e+00 -1.189931347561413943e+00
9.689731558060083572e+00 -1.226969138102738999e+00
9.740198909924981052e+00 -1.260882558395428621e+00
9.790666261789876756e+00 -1.291585250862828049e+00
9.841133613654774237e+00 -1.318999033767584317e+00
9.891600965519669941e+00 -1.343054100294633457e+00
9.942068317384565646e+00 -1.363689196308194518e+00
9.992535669249463126e+00 -1.380851776330096481e+00
1.004300302111435883e+01 -1.394498137342271349e+00
1.009347037297925631e+01 -1.404593530072693497e+00
1.014393772484415202e+01 -1.411112247481375093e+00
1.019440507670904772e+01 -1.414037690221113808e+00
1.024487242857394342e+01 -1.413362408906284173e+00
1.029533978043883913e+01 -1.409088123082051780e+00
1.034580713230373661e+01 -1.401225716845699854e+00
1.039627448416863231e+01 -1.389795211131223951e+00
1.044674183603352979e+01 -1.374825712727761218e+00
1.049720918789842550e+01 -1.356355340161684131e+00
1.054767653976332298e+01 -1.334431126631085540e+00
1.059814389162821868e+01 -1.309108900239830398e+00
1.064861124349311261e+01 -1.280453141836140452e+00
1.069907859535801009e+01 -1.248536820817716331e+00
1.074954594722290580e+01 -1.213441209321520109e+00
1.080001329908780328e+01 -1.175255675271330791e+00
1.085048065095269898e+01 -1.134077454810106689e+00
1.090094800281759646e+01 -1.090011404696589636e+00
1.095141535468249216e+01 -1.043169735296694878e+00
1.100188270654738965e+01 -9.936717248495571253e-01
1.105235005841228535e+01 -9.416434157358765100e-01
1.110281741027717928e+01 -8.872172935219432288e-01
1.115328476214207676e+01 -8.305319495966569932e-01
1.120375211400697246e+01 -7.717317282606209750e-01
1.125421946587186994e+01 -7.109663591659065585e-01
1.130468681773676565e+01 -6.483905760425292542e-01
1.135515416960166313e+01 -5.841637226824385465e-01
1.140562152146655883e+01 -5.184493471844219270e-01
1.145608887333145454e+01 -4.514147854930724013e-01
1.150655622519635202e+01 -3.832307352923593480e-01
1.155702357706124594e+01 -3.140708213388248016e-01
1.160749092892614343e+01 -2.441111533412074763e-01
1.165795828079103913e+01 -1.735298775124134441e-01
1.170842563265593661e+01 -1.025067229356412257e-01
1.175889298452083231e+01 -3.122254389991829804e-02
1.180936033638572802e+01 4.014114062964158069e-02
1.185982768825062550e+01 1.114026092340962837e-01
1.191029504011552120e+01 1.823804007784639580e-01
1.196076239198041868e+01 2.528937764867454918e-01
1.201122974384531261e+01 3.227631801774840659e-01
1.206169709571021009e+01 3.918106954880017367e-01
1.211216444757510580e+01 4.598604989229161388e-01
1.216263179944000150e+01 5.267393075734139174e-01
1.221309915130489898e+01 5.922768203671042730e-01
1.226356650316979469e+01 6.563061517248889309e-01
1.231403385503469217e+01 7.186642565205978439e-01
1.236450120689958787e+01 7.791923452612109502e-01
1.241496855876448535e+01 8.377362884305161739e-01
1.246543591062937928e+01 8.941470089665047860e-01
1.251590326249427676e+01 9.482808618731751737e-01
1.256637061435917246e+01 9.999999999999995559e-01
